id,behavior,terrainType,encounterType
0,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
1,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
2,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
3,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
4,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
5,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
6,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
7,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
8,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
9,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
10,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
11,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
12,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
13,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
14,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
15,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
16,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
17,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
18,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
19,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
20,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
21,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
22,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
23,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
24,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
25,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
26,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
27,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
28,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
29,MB_CAVE,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
30,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
31,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
32,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_LAND
